Código do Cliente,Tipo de Negócio,Cidade,Estado,Solicitacao de Cadastro,Data da Conclusão de analise do time B,Analista time B,StatusFinal
40862383,5,Três de Maio,Rio Grande do Sul,2021-01-03 15:32:49.600,2021-01-07 12:07:25,Débora,Aprovado
46127729,4,Toledo,Paraná,2020-11-26 11:48:58.070,2020-11-26 18:00:00,Débora,Aprovado
47084276,10,Lavras,Minas Gerais,2021-07-18 13:59:21.387,2021-07-19 11:47:01,Débora,Aprovado
48841826,8,Eunápolis,Bahia,2020-11-22 09:00:00.000,2020-11-26 10:26:08,Débora,Aprovado
50676086,2,Alto Araguaia,Mato Grosso,2020-11-28 14:06:34.560,2020-11-29 17:13:55,Débora,Aprovado
51425469,10,Araripina,Pernambuco,2020-12-13 12:29:28.787,2020-12-17 11:23:31,Débora,Aprovado
115455715,7,São Francisco do Brejão,Maranhão,2021-04-12 09:26:38.580,2021-04-12 18:00:00,Fernando,Aprovado
117040082,4,Cruzeiro do Sul,Acre,2021-02-26 17:54:55.290,2021-02-27 17:02:04,Débora,Aprovado
29518618,5,Serra,Espírito Santo,2021-04-18 13:30:20.617,2021-04-19 09:54:07,Débora,Aprovado
29639665,1,Parauapebas,Pará,2021-03-05 18:00:00.000,2021-03-07 10:23:46,Débora,Aprovado
30024326,6,Porto Velho,Rondônia,2021-04-29 09:00:00.000,2021-04-30 10:19:00,Débora,Aprovado
35407563,9,Cajari,Maranhão,2021-05-29 18:00:00.000,2021-05-30 18:00:00,Fernando,Aprovado
43938852,4,Pocinhos,Paraíba,2021-07-01 09:00:00.000,2021-07-02 17:07:28,Débora,Aprovado
46359993,10,Santa Luzia,Paraíba,2021-04-16 17:28:18.350,2021-04-17 12:40:14,Débora,Aprovado
69016216,4,Salgueiro,Pernambuco,2020-11-08 12:39:55.913,2020-11-08 18:00:00,Débora,Aprovado
130712735,3,Xapuri,Acre,2021-01-10 17:51:22.333,2021-01-11 18:00:00,Fernando,Aprovado
190463442,1,Saquarema,Rio de Janeiro,2021-05-01 11:09:43.677,2021-05-02 13:57:29,Débora,Aprovado
225377550,3,Borborema,São Paulo,2021-03-20 16:33:43.310,2021-03-21 10:49:20,Débora,Aprovado
25559856,1,Rancho Alegre D'Oeste,Paraná,2021-05-09 18:00:00.000,2021-05-13 18:00:00,Fernando,Aprovado
27639701,10,Ipecaetá,Bahia,2020-11-26 15:56:30.580,2020-11-27 15:56:52,Débora,Aprovado
35431413,2,Vilhena,Rondônia,2021-05-24 12:33:14.290,2021-05-27 13:42:54,Fernando,Aprovado
38977599,3,Nina Rodrigues,Maranhão,2021-05-24 13:45:08.740,2021-05-27 15:13:01,Fernando,Aprovado
42984043,5,Macatuba,São Paulo,2021-06-24 16:21:17.193,2021-06-25 14:15:03,Débora,Aprovado
49810737,1,Patos,Paraíba,2021-07-17 09:00:00.000,2021-07-18 11:34:36,Débora,Aprovado
180206915,10,Itajubá,Minas Gerais,2020-11-09 11:01:33.090,2020-11-09 18:00:00,Débora,Aprovado
195406046,1,Esperança do Sul,Rio Grande do Sul,2021-05-24 12:32:07.363,2021-05-27 15:20:07,Fernando,Aprovado
27972103,2,São Paulo,São Paulo,2020-12-04 15:35:41.450,2020-12-05 18:00:00,Débora,Aprovado
34636503,4,Mandaguaçu,Paraná,2021-03-20 17:38:18.027,2021-03-21 13:00:32,Débora,Aprovado
102756228,6,Nanuque,Minas Gerais,2020-12-19 18:00:00.000,2020-12-21 18:00:00,Fernando,Aprovado
26667950,5,Mirim Doce,Santa Catarina,2021-07-15 10:08:14.437,2021-07-16 11:15:32,Débora,Aprovado
27233117,9,São José de Piranhas,Paraíba,2021-07-10 16:26:02.947,2021-07-11 14:33:09,Fernando,Aprovado
30404891,2,Acaraú,Ceará,2021-06-03 17:19:34.223,2021-06-04 18:00:00,Débora,Aprovado
34313399,5,Sorriso,Mato Grosso,2020-11-19 11:55:16.930,2020-11-19 18:00:00,,Aprovado
41530823,3,Brasília,Distrito Federal,2020-12-20 10:45:11.763,2020-12-21 16:45:15,Fernando,Aprovado
43235145,9,Brasília,Distrito Federal,2021-04-15 18:00:00.000,2021-04-16 15:18:29,Débora,Aprovado
44977008,7,Santa Vitória do Palmar,Rio Grande do Sul,2021-04-18 17:35:13.630,2021-04-19 17:04:43,Fernando,Aprovado
45508501,8,Juazeiro do Norte,Ceará,2020-11-13 13:06:19.767,2020-11-14 15:31:13,Manoel,Aprovado
134574040,7,Porto Velho,Rondônia,2021-07-17 16:11:27.577,2021-07-18 17:17:21,Débora,Aprovado
181602615,8,Canoas,Rio Grande do Sul,2021-06-17 16:30:56.063,2021-06-18 13:56:44,Débora,Aprovado
194275980,4,Itagi,Bahia,2021-04-11 17:54:16.033,2021-04-15 12:23:53,Débora,Aprovado
203207607,5,Cajueiro da Praia,Piauí,2021-04-23 14:51:34.163,2021-04-25 16:03:58,Fernando,Aprovado
229908520,2,Chapecó,Santa Catarina,2021-04-30 13:52:09.483,2021-05-02 18:00:00,Débora,Não Aprovado
29867339,3,Tauá,Ceará,2021-02-06 18:00:00.000,2021-02-07 14:31:34,Débora,Aprovado
32292323,5,Nilópolis,Rio de Janeiro,2021-06-26 18:00:00.000,2021-06-28 12:36:22,Débora,Aprovado
34478791,7,Timbó,Santa Catarina,2021-04-11 16:23:58.317,2021-04-12 13:24:35,Fernando,Aprovado
40043947,8,São José dos Campos,São Paulo,2021-01-15 17:58:24.697,2021-01-16 18:00:00,Fernando,Aprovado
40455396,2,Boa Vista,Roraima,2021-05-24 16:52:07.710,2021-05-27 13:04:13,Débora,Aprovado
42137213,1,Porto Velho,Rondônia,2021-03-22 18:00:00.000,2021-03-25 17:01:54,Débora,Aprovado
43570013,10,Anaurilândia,Mato Grosso do Sul,2021-05-21 15:58:01.877,2021-05-23 13:02:12,Débora,Não Aprovado
50242282,10,Belém,Pará,2021-07-12 16:23:25.410,2021-07-15 17:04:17,Débora,Aprovado
78974283,3,Macapá,Amapá,2021-03-05 14:36:49.250,2021-03-06 13:25:38,Débora,Aprovado
185794246,9,Belo Jardim,Pernambuco,2021-02-04 09:00:00.000,2021-02-04 17:41:45,Débora,Aprovado
209570769,7,Osasco,São Paulo,2021-03-18 11:36:29.720,2021-03-19 09:57:44,Débora,Aprovado
223470072,6,Santa Cruz do Capibaribe,Pernambuco,2021-06-11 11:40:48.740,2021-06-12 10:43:25,Débora,Aprovado
26466265,2,Iracemápolis,São Paulo,2021-05-07 18:00:00.000,2021-05-08 13:25:33,Débora,Aprovado
27852863,1,Vila Velha,Espírito Santo,2020-11-26 13:39:19.850,2020-11-27 15:51:07,Débora,Aprovado
29765164,7,Teresópolis,Rio de Janeiro,2021-03-19 15:46:27.983,2021-03-19 18:00:00,Débora,Aprovado
47781174,6,Porto Velho,Rondônia,2021-04-23 10:50:34.077,2021-04-25 14:32:42,Débora,Aprovado
106777959,7,Florânia,Rio Grande do Norte,2021-02-26 15:49:35.177,2021-02-27 10:44:29,Débora,Aprovado
130619435,6,Rio Branco,Acre,2020-12-20 18:00:00.000,2020-12-24 18:00:00,Fernando,Aprovado
150526186,8,Salvador,Bahia,2021-04-16 10:07:31.950,2021-04-17 09:51:35,Débora,Aprovado
159925603,8,Rio de Janeiro,Rio de Janeiro,2021-07-01 18:00:00.000,2021-07-03 13:17:31,Débora,Aprovado
161482583,4,Caicó,Rio Grande do Norte,2020-12-24 09:00:00.000,2020-12-26 13:22:58,Fernando,Aprovado
28827069,10,Quixadá,Ceará,2021-05-20 09:00:00.000,2021-05-21 15:13:01,Débora,Aprovado
34801219,6,Goianira,Goiás,2021-02-25 17:53:24.747,2021-02-26 14:14:16,Fernando,Aprovado
41372311,3,Foz do Iguaçu,Paraná,2021-03-29 09:44:37.840,2021-03-29 18:00:00,Fernando,Aprovado
44670611,7,São Borja,Rio Grande do Sul,2021-02-13 09:00:00.000,2021-02-13 18:00:00,Débora,Aprovado
45500284,5,Dionísio Cerqueira,Santa Catarina,2021-01-28 10:07:20.843,2021-01-28 17:09:42,Débora,Aprovado
173638425,2,Pouso Redondo,Santa Catarina,2021-04-11 12:29:42.720,2021-04-12 18:00:00,Fernando,Aprovado
218424773,9,Conceição do Araguaia,Pará,2020-11-13 11:41:27.223,2020-11-13 18:00:00,Débora,Não Aprovado
26811951,9,Terra Roxa,São Paulo,2021-06-05 15:49:22.200,2021-06-07 18:00:00,Fernando,Aprovado
30745377,4,Itacaré,Bahia,2021-04-03 15:48:37.830,2021-04-04 11:46:20,Débora,Aprovado
31442013,4,Presidente Getúlio,Santa Catarina,2021-04-11 10:06:03.147,2021-04-11 18:00:00,Fernando,Aprovado
38234142,5,Manaus,Amazonas,2020-11-30 17:44:18.893,2020-12-03 15:55:31,Débora,Não Aprovado
40873451,2,São João do Manteninha,Minas Gerais,2020-11-26 09:17:47.387,2020-11-26 14:40:19,Débora,Aprovado
45111276,7,Lins,São Paulo,2021-06-11 12:53:23.000,2021-06-12 15:33:37,Débora,Aprovado
58913255,7,Santa Maria,Rio Grande do Sul,2021-06-25 17:01:55.330,2021-06-26 15:07:22,Fernando,Aprovado
73325864,10,São João da Boa Vista,São Paulo,2021-07-03 13:29:16.120,2021-07-04 14:05:24,Débora,Aprovado
89271642,4,Rio de Janeiro,Rio de Janeiro,2020-11-20 18:00:00.000,2020-11-22 14:21:57,Débora,Aprovado
111854095,5,Petrolina,Pernambuco,2020-12-21 17:29:43.010,2020-12-25 13:24:57,Fernando,Aprovado
121576230,9,Bauru,São Paulo,2020-12-14 17:07:42.420,2020-12-18 13:14:07,Fernando,Aprovado
148305860,10,Juazeiro do Norte,Ceará,2021-05-13 18:00:00.000,2021-05-15 13:30:26,Débora,Aprovado
181073206,4,Sinop,Mato Grosso,2021-02-20 18:00:00.000,2021-02-21 17:50:22,Fernando,Aprovado
25413123,9,Fortaleza,Ceará,2021-01-23 13:12:09.637,2021-01-24 11:50:56,Débora,Aprovado
25626664,10,Laguna,Santa Catarina,2021-07-01 16:31:48.193,2021-07-02 17:39:28,Débora,Aprovado
49530484,5,Natal,Rio Grande do Norte,2021-06-05 18:00:00.000,2021-06-07 18:00:00,Fernando,Aprovado
50099332,4,São Ludgero,Santa Catarina,2021-02-20 18:00:00.000,2021-02-21 17:52:37,Fernando,Aprovado
127996933,1,Atibaia,São Paulo,2021-05-20 17:00:09.980,2021-05-21 17:21:19,Débora,Aprovado
178494863,9,Itapiranga,Santa Catarina,2021-04-30 18:00:00.000,2021-05-02 14:18:14,Débora,Aprovado
24566814,7,Rio Negro,Paraná,2021-01-07 10:13:33.847,2021-01-07 15:54:47,Fernando,Aprovado
26238476,2,Codó,Maranhão,2021-05-03 18:00:00.000,2021-05-07 16:33:58,Débora,Aprovado
27011119,4,Rio de Janeiro,Rio de Janeiro,2020-11-19 09:00:00.000,2020-11-19 13:59:56,Luiz,Aprovado
27349086,9,Uberlândia,Minas Gerais,2021-01-31 10:22:32.737,2021-02-01 12:12:53,Débora,Aprovado
27667480,1,Rianápolis,Goiás,2021-05-07 18:00:00.000,2021-05-09 13:44:22,Débora,Aprovado
27800800,4,Paragominas,Pará,2021-05-30 18:00:00.000,2021-05-31 18:00:00,Fernando,Aprovado
32246927,2,Ponta Grossa,Paraná,2021-06-10 09:00:00.000,2021-06-11 10:42:38,Débora,Aprovado
35880849,6,Pacajus,Ceará,2021-05-20 09:00:00.000,2021-05-20 17:16:33,Débora,Aprovado
38835325,7,Vazante,Minas Gerais,2021-01-28 10:30:37.073,2021-01-28 17:10:52,Débora,Aprovado
48581536,5,Rio Branco,Acre,2021-04-22 17:43:20.387,2021-04-23 15:43:52,Débora,Aprovado
125092562,3,São José,Santa Catarina,2021-04-15 18:00:00.000,2021-04-16 17:13:10,Débora,Aprovado
23828293,2,Ariquemes,Rondônia,2021-05-23 15:19:19.683,2021-05-24 17:44:08,Fernando,Aprovado
24875732,5,Casa Branca,São Paulo,2021-01-21 17:34:33.100,2021-01-22 15:15:32,Fernando,Aprovado
25700551,10,Campina Grande,Paraíba,2020-11-19 18:00:00.000,2020-11-20 15:08:00,Débora,Aprovado
26853191,8,Porto Velho,Rondônia,2021-05-08 14:02:31.053,2021-05-09 13:47:29,Débora,Aprovado
37566783,1,Belo Horizonte,Minas Gerais,2021-03-05 17:22:58.083,2021-03-06 15:42:56,Débora,Aprovado
40873312,2,Foz do Iguaçu,Paraná,2021-04-22 18:00:00.000,2021-04-25 11:36:34,Débora,Aprovado
44384037,10,Parauapebas,Pará,2021-06-20 12:29:00.150,2021-06-21 17:07:45,Fernando,Aprovado
45617869,9,Ribeirão das Neves,Minas Gerais,2021-07-01 15:38:18.640,2021-07-02 17:23:49,Débora,Aprovado
76548091,2,Torixoréu,Mato Grosso,2021-04-01 09:00:00.000,2021-04-02 12:30:50,Débora,Aprovado
91821305,8,Estrela,Rio Grande do Sul,2020-12-04 17:28:00.700,2020-12-05 18:00:00,Débora,Aprovado
101799670,9,Dona Emma,Santa Catarina,2021-03-22 10:41:35.887,2021-03-25 10:25:42,Débora,Aprovado
167164815,2,Petrópolis,Rio de Janeiro,2020-12-21 09:24:51.823,2020-12-24 18:00:00,Fernando,Aprovado
172983425,3,Candeias,Bahia,2021-05-28 18:00:00.000,2021-05-30 15:35:02,Fernando,Aprovado
228779065,9,Bataguassu,Mato Grosso do Sul,2021-02-12 10:31:48.000,2021-02-12 18:00:00,Débora,Aprovado
25430955,8,Mococa,São Paulo,2021-06-05 10:46:42.800,2021-06-05 17:32:34,Débora,Aprovado
31883528,8,São José dos Pinhais,Paraná,2021-01-21 09:00:00.000,2021-01-21 12:23:19,Débora,Aprovado
37645737,6,Aldeias Altas,Maranhão,2021-04-02 16:04:53.937,2021-04-03 15:35:04,Débora,Aprovado
40026596,4,Curuçá,Pará,2020-11-21 18:00:00.000,2020-11-22 18:00:00,Débora,Aprovado
50623052,7,Pranchita,Paraná,2021-06-12 10:41:13.923,2021-06-13 16:43:02,Débora,Aprovado
55927339,3,São Bernardo,Maranhão,2021-07-01 09:21:53.037,2021-07-02 13:11:03,Débora,Aprovado
78551122,5,Quatipuru,Pará,2021-05-10 18:00:00.000,2021-05-14 16:40:34,Débora,Aprovado
161260663,1,Araguari,Minas Gerais,2021-05-23 18:00:00.000,2021-05-27 12:59:53,Débora,Aprovado
161671870,9,Araranguá,Santa Catarina,2021-05-30 15:51:22.180,2021-05-31 18:00:00,Fernando,Aprovado
200963181,7,São Paulo,São Paulo,2020-11-09 16:13:05.837,2020-11-13 09:32:15,Manoel,Aprovado
221680787,5,Itajubá,Minas Gerais,2021-02-20 15:46:03.640,2021-02-20 13:48:45,Débora,Aprovado
227808008,10,Agudos,São Paulo,2021-04-25 18:00:00.000,2021-04-29 12:44:04,Débora,Aprovado
31667507,9,Arealva,São Paulo,2021-06-26 12:13:48.000,2021-06-27 11:42:11,Débora,Aprovado
39927677,5,Limoeiro,Pernambuco,2021-04-19 16:02:31.047,2021-04-22 10:26:00,Débora,Aprovado
44640191,9,São Gonçalo do Sapucaí,Minas Gerais,2021-03-20 18:00:00.000,2021-03-21 17:44:08,Débora,Aprovado
48044569,4,Três Barras do Paraná,Paraná,2021-03-26 17:26:51.463,2021-03-27 15:39:15,Débora,Aprovado
49435820,9,Guarani,Minas Gerais,2021-04-26 17:53:55.503,2021-04-29 11:47:20,Débora,Aprovado
207832727,1,Curitiba,Paraná,2020-12-10 09:00:00.000,2020-12-10 18:00:00,Fernando,Aprovado
27081564,8,Buri,São Paulo,2021-05-06 09:00:00.000,2021-05-07 13:11:53,Débora,Aprovado
31343227,2,Araxá,Minas Gerais,2021-04-04 17:41:43.337,2021-04-08 12:34:36,Débora,Aprovado
39904042,1,Ametista do Sul,Rio Grande do Sul,2021-01-01 17:32:02.863,2021-01-03 12:14:09,Débora,Aprovado
40446264,3,Santana do Livramento,Rio Grande do Sul,2021-02-06 10:10:48.300,2021-02-07 10:35:31,Débora,Aprovado
43966732,2,Iraceminha,Santa Catarina,2021-07-08 15:45:10.450,2021-07-09 17:57:19,Débora,Aprovado
44630029,2,Criciúma,Santa Catarina,2020-11-15 09:05:31.027,2020-11-15 15:32:55,Débora,Aprovado
45703317,5,Torixoréu,Mato Grosso,2021-02-22 09:00:00.000,2021-02-22 18:00:00,Fernando,Aprovado
45934964,1,Agrolândia,Santa Catarina,2021-04-10 09:02:46.720,2021-04-10 17:31:05,Débora,Aprovado
52487177,4,Boa Vista,Roraima,2020-12-25 17:31:32.267,2020-12-26 17:30:43,Fernando,Aprovado
54827088,5,Pimenta Bueno,Rondônia,2021-06-11 13:44:15.000,2021-06-12 15:52:48,Débora,Aprovado
86874822,6,Natal,Rio Grande do Norte,2020-12-25 18:00:00.000,2020-12-26 13:15:28,Fernando,Aprovado
175684150,2,Caieiras,São Paulo,2021-02-28 16:31:13.023,2021-03-01 11:15:55,Débora,Aprovado
217363522,6,Cerro Azul,Paraná,2021-02-27 12:18:20.970,2021-02-28 09:26:08,Débora,Aprovado
24542352,7,Ananindeua,Pará,2020-11-27 16:23:55.957,2020-11-28 14:30:37,Débora,Aprovado
31417248,10,Porto Velho,Rondônia,2021-05-28 10:12:58.873,2021-05-30 16:54:01,Fernando,Aprovado
33242207,8,Parauapebas,Pará,2021-02-20 18:00:00.000,2021-02-21 17:43:21,Fernando,Aprovado
41398255,7,Belém,Pará,2021-04-19 12:13:15.843,2021-04-22 10:24:43,Débora,Aprovado
45577922,7,São José da Bela Vista,São Paulo,2021-05-31 09:11:31.060,2021-06-03 10:12:05,Débora,Aprovado
47191656,2,Virmond,Paraná,2020-11-16 09:42:55.653,2020-11-16 17:43:04,Débora,Aprovado
69904729,10,Cáceres,Mato Grosso,2021-07-02 17:23:56.073,2021-07-03 18:00:00,Débora,Aprovado
195483153,9,Pirapora do Bom Jesus,São Paulo,2020-12-21 17:51:42.397,2020-12-25 13:36:43,Fernando,Aprovado
26195132,9,São Borja,Rio Grande do Sul,2021-05-09 09:55:21.753,2021-05-10 11:04:30,Débora,Aprovado
34072033,5,Sertãozinho,São Paulo,2021-04-11 17:15:08.770,2021-04-12 18:00:00,Fernando,Aprovado
38680893,5,Manaus,Amazonas,2020-11-07 14:33:30.090,2020-11-13 12:13:46,Manoel,Aprovado
49704349,4,Cáceres,Mato Grosso,2021-04-15 18:00:00.000,2021-04-16 15:16:07,Débora,Aprovado
85124284,7,São Paulo,São Paulo,2020-12-10 18:00:00.000,2020-12-11 18:00:00,Débora,Aprovado
164389297,8,Cabo Verde,Minas Gerais,2021-02-05 12:07:47.590,2021-02-27 18:00:00,Débora,Aprovado
25112697,7,Pompéu,Minas Gerais,2021-07-09 15:40:08.763,2021-07-10 17:05:10,Débora,Aprovado
25230015,4,Pitangueiras,São Paulo,2021-04-02 17:05:14.887,2021-04-04 10:09:20,Débora,Aprovado
25326413,3,Benedito Novo,Santa Catarina,2021-07-08 14:46:13.270,2021-07-09 15:11:16,Débora,Aprovado
25909382,9,São Paulo,São Paulo,2021-06-07 17:40:42.310,2021-06-10 16:28:04,Fernando,Aprovado
29879560,7,Rio de Janeiro,Rio de Janeiro,2020-11-19 09:00:00.000,2020-11-19 17:22:30,Débora,Aprovado
33005502,7,Cabo Frio,Rio de Janeiro,2021-05-24 10:53:43.647,2021-05-27 13:01:48,Débora,Aprovado
33787029,6,Imperatriz,Maranhão,2020-12-06 17:16:21.330,2020-12-07 18:00:00,Débora,Aprovado
34134735,7,Campo do Brito,Sergipe,2020-12-31 10:35:35.853,2021-01-01 12:04:55,Débora,Aprovado
43718891,6,Guaraciaba,Santa Catarina,2021-02-12 15:31:57.063,2021-02-13 18:00:00,Débora,Aprovado
44711441,3,Santana do Livramento,Rio Grande do Sul,2021-03-06 17:10:42.733,2021-03-08 10:47:06,Débora,Aprovado
106801070,10,Couto de Magalhães de Minas,Minas Gerais,2021-05-16 12:21:27.153,2021-05-17 15:35:25,Débora,Aprovado
38983131,10,Marituba,Pará,2021-01-16 18:00:00.000,2021-01-17 16:11:47,Fernando,Aprovado
48528958,2,Três Lagoas,Mato Grosso do Sul,2020-11-20 15:09:18.987,2020-11-20 18:00:00,Débora,Aprovado
217606203,7,João Pessoa,Paraíba,2021-07-16 11:19:00.603,2021-07-18 11:52:53,Débora,Aprovado
39196500,10,São José dos Campos,São Paulo,2021-03-27 18:00:00.000,2021-03-28 18:00:00,Fernando,Aprovado
39323511,9,Fortaleza,Ceará,2021-07-11 17:16:28.610,2021-07-12 15:30:09,Débora,Aprovado
43580150,4,Três Rios,Rio de Janeiro,2021-02-06 11:54:09.103,2021-02-07 10:49:03,Débora,Aprovado
51697524,10,Marataízes,Espírito Santo,2020-12-04 13:10:28.223,2020-12-05 11:17:57,Débora,Aprovado
64739467,2,Manaus,Amazonas,2021-01-10 13:44:22.683,2021-01-10 18:00:00,Fernando,Aprovado
153573002,10,Ponta Grossa,Paraná,2021-05-31 15:18:40.447,2021-06-03 17:52:10,Débora,Aprovado
223012878,5,Papanduva,Santa Catarina,2021-04-02 13:57:24.200,2021-04-03 10:26:19,Débora,Aprovado
26282148,6,Baraúna,Rio Grande do Norte,2020-11-22 18:00:00.000,2020-11-26 10:44:35,Débora,Aprovado
27250876,7,Adamantina,São Paulo,2021-07-01 16:59:27.580,2021-07-02 17:48:56,Débora,Aprovado
28430838,9,Tenório,Paraíba,2021-07-02 15:26:22.397,2021-07-03 16:43:28,Débora,Aprovado
32939326,3,Recife,Pernambuco,2021-01-15 18:00:00.000,2021-01-17 16:22:02,Fernando,Aprovado
34760577,6,João Pinheiro,Minas Gerais,2021-07-15 17:48:48.540,2021-07-17 10:29:15,Débora,Aprovado
41078151,6,Curvelo,Minas Gerais,2021-05-23 18:00:00.000,2021-05-24 17:18:39,Fernando,Aprovado
42122324,6,Aracaju,Sergipe,2021-03-06 15:29:26.160,2021-03-08 10:45:00,Débora,Aprovado
85152925,7,Guarujá do Sul,Santa Catarina,2021-05-29 10:08:39.283,2021-05-31 14:07:58,Fernando,Aprovado
225171195,8,Rio do Oeste,Santa Catarina,2021-04-10 09:14:20.610,2021-04-10 17:34:09,Débora,Aprovado
34691241,4,Planalto,Paraná,2021-04-15 15:22:52.740,2021-04-15 18:00:00,Fernando,Aprovado
49945498,10,Paverama,Rio Grande do Sul,2021-06-14 17:08:37.867,2021-06-17 15:25:27,Débora,Aprovado
153603217,1,Dracena,São Paulo,2021-06-17 09:18:46.637,2021-06-18 11:55:30,Débora,Aprovado
156991379,3,Romaria,Minas Gerais,2021-02-15 15:34:58.457,2021-02-15 17:31:59,Fernando,Aprovado
29808147,4,Itatiaia,Rio de Janeiro,2021-01-07 18:00:00.000,2021-01-08 14:06:14,Fernando,Aprovado
33397835,9,Januária,Minas Gerais,2021-07-10 18:00:00.000,2021-07-12 14:01:52,Débora,Aprovado
33486864,8,Maués,Amazonas,2021-05-14 12:36:20.770,2021-05-15 13:09:06,Débora,Aprovado
34337543,2,Bento Gonçalves,Rio Grande do Sul,2021-02-28 17:24:33.243,2021-03-01 12:57:24,Débora,Aprovado
39799140,8,Pau dos Ferros,Rio Grande do Norte,2021-05-23 15:22:00.193,2021-05-24 18:00:00,Fernando,Aprovado
42766475,5,Rio de Janeiro,Rio de Janeiro,2020-11-29 18:00:00.000,2020-12-03 14:57:41,Débora,Aprovado
45877885,7,Duas Estradas,Paraíba,2021-04-30 14:08:18.890,2021-04-30 17:47:17,Fernando,Aprovado
50190170,10,Palhoça,Santa Catarina,2021-04-02 10:19:09.317,2021-04-03 10:54:12,Débora,Aprovado
67119506,3,Guaíra,Paraná,2021-01-30 14:49:38.637,2021-01-31 13:48:42,Fernando,Aprovado
90072960,9,Serro,Minas Gerais,2021-01-09 18:00:00.000,2021-01-10 15:46:29,Fernando,Aprovado
154673804,8,Santa Maria,Rio Grande do Sul,2021-06-19 11:08:11.173,2021-06-20 14:57:30,Débora,Aprovado
36721432,10,Centralina,Minas Gerais,2021-06-24 09:00:00.000,2021-06-25 14:09:51,Fernando,Aprovado
39350412,8,Vitória da Conquista,Bahia,2021-01-24 15:32:13.733,2021-01-24 18:00:00,Fernando,Aprovado
49874719,2,Belo Horizonte,Minas Gerais,2021-01-30 11:21:52.240,2021-01-30 18:00:00,Débora,Aprovado
141382895,2,Várzea Alegre,Ceará,2021-05-13 18:00:00.000,2021-05-15 13:53:47,Débora,Aprovado
192799369,8,Monte Carmelo,Minas Gerais,2021-05-01 16:45:38.520,2021-05-02 14:10:53,Débora,Aprovado
216170400,9,Bom Jesus das Selvas,Maranhão,2020-11-22 16:56:28.343,2020-11-26 10:39:02,Débora,Aprovado
28743370,3,São Felipe D'Oeste,Rondônia,2020-12-20 18:00:00.000,2020-12-21 12:10:28,Débora,Aprovado
35371876,2,Ponta Porã,Mato Grosso do Sul,2021-06-25 18:00:00.000,2021-06-27 12:28:40,Débora,Aprovado
42675312,7,Santarém,Pará,2021-07-09 18:00:00.000,2021-07-10 17:52:12,Débora,Aprovado
68210926,1,São João da Boa Vista,São Paulo,2021-07-03 13:08:44.090,2021-07-04 14:13:37,Fernando,Aprovado
74023911,8,Curitiba,Paraná,2020-11-22 10:01:10.663,2020-11-22 17:49:58,Débora,Aprovado
123076909,1,Patos,Paraíba,2020-11-23 09:00:00.000,2020-11-27 16:59:34,Débora,Aprovado
153740747,8,Mossoró,Rio Grande do Norte,2021-05-15 13:34:46.227,2021-05-16 14:18:55,Débora,Aprovado
222339941,9,Araranguá,Santa Catarina,2021-06-13 16:19:23.280,2021-06-14 12:50:09,Débora,Aprovado
27991099,1,Canavieiras,Bahia,2021-02-08 09:00:00.000,2021-02-11 10:42:34,Débora,Aprovado
29089141,2,Xaxim,Santa Catarina,2020-12-04 11:26:30.840,2020-12-04 17:54:53,Débora,Aprovado
30008204,4,Ouro Fino,Minas Gerais,2020-12-03 18:00:00.000,2020-12-05 18:00:00,Débora,Não Aprovado
30819055,8,Brasília,Distrito Federal,2020-12-19 15:44:15.150,2020-12-24 13:20:30,Fernando,Aprovado
36023700,8,São Leopoldo,Rio Grande do Sul,2021-05-13 18:00:00.000,2021-05-15 12:08:24,Débora,Aprovado
37997830,6,Três Passos,Rio Grande do Sul,2020-12-05 12:39:46.830,2020-12-06 18:00:00,Débora,Aprovado
41635511,1,Brasília,Distrito Federal,2021-01-23 17:18:15.580,2021-01-24 09:02:51,Débora,Aprovado
71397560,2,Santa Branca,São Paulo,2021-07-01 14:27:33.320,2021-07-02 17:35:46,Débora,Aprovado
73936542,8,Buritis,Rondônia,2021-01-16 12:22:09.783,2021-01-17 13:22:15,Fernando,Aprovado
204810467,1,Teresina,Piauí,2020-12-06 10:26:57.977,2020-12-06 18:00:00,Débora,Aprovado
214353462,7,Morro da Fumaça,Santa Catarina,2020-12-21 17:51:45.953,2020-12-25 13:43:29,Fernando,Aprovado
219809808,7,Quixadá,Ceará,2021-05-13 18:00:00.000,2021-05-15 13:14:56,Débora,Aprovado
24366767,2,Mauá,São Paulo,2021-04-02 15:45:38.033,2021-04-03 15:32:32,Fernando,Aprovado
33712430,9,Palhoça,Santa Catarina,2021-05-16 10:27:39.880,2021-05-17 11:21:29,Débora,Aprovado
