Código do Cliente,Tipo de Negócio,Cidade,Estado,Solicitacao de Cadastro,Data de Conclusao da análise do time A,Status da Análise do Time A,Analista do time A
200364977,10,Paranavaí,Paraná,2021-03-27 14:57:47.463,2021-03-28 14:24:19,Suspeito,Marcos
25856092,7,Remígio,Paraíba,2021-04-04 15:31:28.793,2021-04-08 10:42:06,Suspeito,Marcos
26447328,1,Palmas,Tocantins,2020-12-25 15:45:22.680,2020-12-26 15:31:13,Suspeito,Marcos
31937578,3,Cruzeiro do Sul,Acre,2021-04-19 16:43:52.833,2021-04-22 09:00:00,Suspeito,Fernanda
33960452,8,Cascavel,Paraná,2020-11-23 13:10:32.663,2020-11-23 18:00:00,Suspeito,Paulo
38804508,7,Itapeva,São Paulo,2021-03-13 14:36:49.503,2021-03-14 10:31:22,Suspeito,Marcos
41935261,9,Catas Altas,Minas Gerais,2021-04-15 12:09:19.963,2021-04-15 18:00:00,Suspeito,Fernanda
131684043,2,Jundiaí,São Paulo,2021-07-08 18:00:00.000,2021-07-09 18:00:00,Suspeito,Maria
149072050,10,Rio de Janeiro,Rio de Janeiro,2020-11-20 18:00:00.000,2020-11-21 17:48:03,Suspeito,Marina
218099304,1,Crato,Ceará,2021-05-13 18:00:00.000,2021-05-14 18:00:00,Suspeito,Maria
26876797,7,Montalvânia,Minas Gerais,2021-01-16 12:51:21.517,2021-01-17 12:30:28,Suspeito,Marina
28198544,5,Itajubá,Minas Gerais,2021-02-20 15:46:05.840,2021-02-21 15:14:51,Suspeito,Marina
36934676,9,São José do Rio Preto,São Paulo,2021-04-26 15:02:05.837,2021-04-29 09:00:00,Suspeito,Fernanda
40862383,1,Três de Maio,Rio Grande do Sul,2021-01-03 15:32:49.600,2021-01-07 10:18:20,Suspeito,Marina
46127729,6,Toledo,Paraná,2020-11-26 11:48:58.070,2020-11-26 16:38:19,Suspeito,Marcos
47084276,7,Lavras,Minas Gerais,2021-07-18 13:59:21.387,2021-07-19 10:42:23,Suspeito,Marcos
48841826,10,Eunápolis,Bahia,2020-11-22 09:00:00.000,2020-11-22 15:48:13,Suspeito,Paulo
50676086,2,Alto Araguaia,Mato Grosso,2020-11-28 14:06:34.560,2020-11-29 10:41:49,Suspeito,Marcos
51425469,9,Araripina,Pernambuco,2020-12-13 12:29:28.787,2020-12-17 10:33:00,Suspeito,Marina
115455715,4,São Francisco do Brejão,Maranhão,2021-04-12 09:26:38.580,2021-04-12 18:00:00,Suspeito,Fernanda
117040082,9,Cruzeiro do Sul,Acre,2021-02-26 17:54:55.290,2021-02-27 16:32:26,Suspeito,Marcos
29518618,3,Serra,Espírito Santo,2021-04-18 13:30:20.617,2021-04-18 18:00:00,Suspeito,Fernanda
29639665,4,Parauapebas,Pará,2021-03-05 18:00:00.000,2021-03-06 18:00:00,Suspeito,Marcos
30024326,10,Porto Velho,Rondônia,2021-04-29 09:00:00.000,2021-04-29 18:00:00,Suspeito,Fernanda
35407563,10,Cajari,Maranhão,2021-05-29 18:00:00.000,2021-05-30 18:00:00,Suspeito,Maria
43938852,6,Pocinhos,Paraíba,2021-07-01 09:00:00.000,2021-07-01 18:00:00,Suspeito,Maria
46359993,5,Santa Luzia,Paraíba,2021-04-16 17:28:18.350,2021-04-17 11:51:35,Suspeito,Marcos
69016216,4,Salgueiro,Pernambuco,2020-11-08 12:39:55.913,2020-11-08 17:37:33,Suspeito,Marina
130712735,3,Xapuri,Acre,2021-01-10 17:51:22.333,2021-01-11 18:00:00,Suspeito,Marina
190463442,10,Saquarema,Rio de Janeiro,2021-05-01 11:09:43.677,2021-05-02 10:54:36,Suspeito,Marcos
225377550,5,Borborema,São Paulo,2021-03-20 16:33:43.310,2021-03-21 10:29:59,Suspeito,Marcos
25559856,5,Rancho Alegre D'Oeste,Paraná,2021-05-09 18:00:00.000,2021-05-10 16:45:09,Suspeito,Marcos
27639701,9,Ipecaetá,Bahia,2020-11-26 15:56:30.580,2020-11-27 13:52:49,Suspeito,Marcos
35431413,5,Vilhena,Rondônia,2021-05-24 12:33:14.290,2021-05-27 09:00:00,Suspeito,Fernanda
38977599,6,Nina Rodrigues,Maranhão,2021-05-24 13:45:08.740,2021-05-27 09:00:00,Suspeito,Fernanda
42984043,8,Macatuba,São Paulo,2021-06-24 16:21:17.193,2021-06-25 12:56:56,Suspeito,Maria
49810737,4,Patos,Paraíba,2021-07-17 09:00:00.000,2021-07-17 18:00:00,Suspeito,Maria
180206915,9,Itajubá,Minas Gerais,2020-11-09 11:01:33.090,2020-11-09 18:00:00,Suspeito,Marina
195406046,4,Esperança do Sul,Rio Grande do Sul,2021-05-24 12:32:07.363,2021-05-27 09:00:00,Suspeito,Fernanda
27972103,9,São Paulo,São Paulo,2020-12-04 15:35:41.450,2020-12-05 18:00:00,Suspeito,Marina
34636503,6,Mandaguaçu,Paraná,2021-03-20 17:38:18.027,2021-03-21 12:09:55,Suspeito,Marcos
102756228,2,Nanuque,Minas Gerais,2020-12-19 18:00:00.000,2020-12-21 18:00:00,Suspeito,Marina
26667950,9,Mirim Doce,Santa Catarina,2021-07-15 10:08:14.437,2021-07-15 18:00:00,Suspeito,Maria
27233117,1,São José de Piranhas,Paraíba,2021-07-10 16:26:02.947,2021-07-11 12:07:49,Suspeito,Maria
30404891,9,Acaraú,Ceará,2021-06-03 17:19:34.223,2021-06-04 14:40:49,Suspeito,Maria
34313399,9,Sorriso,Mato Grosso,2020-11-19 11:55:16.930,2020-11-19 18:00:00,Suspeito,Marcos
41530823,3,Brasília,Distrito Federal,2020-12-20 10:45:11.763,2020-12-21 13:54:12,Suspeito,Vivian
43235145,3,Brasília,Distrito Federal,2021-04-15 18:00:00.000,2021-04-16 10:25:27,Suspeito,Marcos
44977008,5,Santa Vitória do Palmar,Rio Grande do Sul,2021-04-18 17:35:13.630,2021-04-19 16:18:18,Suspeito,Fernanda
45508501,10,Juazeiro do Norte,Ceará,2020-11-13 13:06:19.767,2020-11-14 14:58:29,Suspeito,Marcos
134574040,9,Porto Velho,Rondônia,2021-07-17 16:11:27.577,2021-07-18 14:29:08,Suspeito,Maria
181602615,7,Canoas,Rio Grande do Sul,2021-06-17 16:30:56.063,2021-06-18 13:13:36,Suspeito,Maria
194275980,9,Itagi,Bahia,2021-04-11 17:54:16.033,2021-04-15 09:00:00,Suspeito,Joao
203207607,1,Cajueiro da Praia,Piauí,2021-04-23 14:51:34.163,2021-04-26 09:00:00,Suspeito,Fernanda
229908520,10,Chapecó,Santa Catarina,2021-04-30 13:52:09.483,2021-05-01 13:42:11,Suspeito,Marcos
29867339,10,Tauá,Ceará,2021-02-06 18:00:00.000,2021-02-07 14:11:55,Suspeito,Marina
32292323,9,Nilópolis,Rio de Janeiro,2021-06-26 18:00:00.000,2021-06-27 16:57:33,Suspeito,Maria
34478791,3,Timbó,Santa Catarina,2021-04-11 16:23:58.317,2021-04-12 11:29:36,Suspeito,Marcos
40043947,9,São José dos Campos,São Paulo,2021-01-15 17:58:24.697,2021-01-16 18:00:00,Suspeito,Marcos
40455396,10,Boa Vista,Roraima,2021-05-24 16:52:07.710,2021-05-27 09:00:00,Suspeito,Fernanda
42137213,2,Porto Velho,Rondônia,2021-03-22 18:00:00.000,2021-03-25 16:37:54,Suspeito,Marcos
43570013,4,Anaurilândia,Mato Grosso do Sul,2021-05-21 15:58:01.877,2021-05-22 15:22:27,Suspeito,Maria
50242282,9,Belém,Pará,2021-07-12 16:23:25.410,2021-07-15 14:48:44,Suspeito,Maria
78974283,4,Macapá,Amapá,2021-03-05 14:36:49.250,2021-03-06 12:09:45,Suspeito,Marcos
185794246,9,Belo Jardim,Pernambuco,2021-02-04 09:00:00.000,2021-02-04 17:23:38,Suspeito,Marcos
209570769,8,Osasco,São Paulo,2021-03-18 11:36:29.720,2021-03-19 09:00:00,Suspeito,Marcos
223470072,1,Santa Cruz do Capibaribe,Pernambuco,2021-06-11 11:40:48.740,2021-06-12 09:49:12,Suspeito,Maria
26466265,10,Iracemápolis,São Paulo,2021-05-07 18:00:00.000,2021-05-07 18:00:00,Suspeito,Fernanda
27852863,4,Vila Velha,Espírito Santo,2020-11-26 13:39:19.850,2020-11-27 12:38:10,Suspeito,Marina
29765164,7,Teresópolis,Rio de Janeiro,2021-03-19 15:46:27.983,2021-03-19 17:33:35,Suspeito,Marcos
47781174,6,Porto Velho,Rondônia,2021-04-23 10:50:34.077,2021-04-26 09:00:00,Suspeito,Fernanda
106777959,8,Florânia,Rio Grande do Norte,2021-02-26 15:49:35.177,2021-02-26 18:00:00,Suspeito,Marcos
130619435,1,Rio Branco,Acre,2020-12-20 18:00:00.000,2020-12-24 16:06:14,Suspeito,Vivian
150526186,5,Salvador,Bahia,2021-04-16 10:07:31.950,2021-04-16 18:00:00,Suspeito,Fernanda
159925603,2,Rio de Janeiro,Rio de Janeiro,2021-07-01 18:00:00.000,2021-07-02 18:00:00,Suspeito,Maria
161482583,9,Caicó,Rio Grande do Norte,2020-12-24 09:00:00.000,2020-12-26 11:30:16,Suspeito,Marina
28827069,10,Quixadá,Ceará,2021-05-20 09:00:00.000,2021-05-20 18:00:00,Suspeito,Maria
34801219,9,Goianira,Goiás,2021-02-25 17:53:24.747,2021-02-26 11:23:14,Suspeito,Marcos
41372311,1,Foz do Iguaçu,Paraná,2021-03-29 09:44:37.840,2021-03-29 16:06:54,Suspeito,Fernanda
44670611,2,São Borja,Rio Grande do Sul,2021-02-13 09:00:00.000,2021-02-13 15:16:19,Suspeito,Marcos
45500284,4,Dionísio Cerqueira,Santa Catarina,2021-01-28 10:07:20.843,2021-01-28 14:13:30,Suspeito,Marcos
173638425,3,Pouso Redondo,Santa Catarina,2021-04-11 12:29:42.720,2021-04-12 16:46:53,Suspeito,Marcos
218424773,1,Conceição do Araguaia,Pará,2020-11-13 11:41:27.223,2020-11-13 18:00:00,Suspeito,Marina
26811951,10,Terra Roxa,São Paulo,2021-06-05 15:49:22.200,2021-06-07 14:21:04,Suspeito,Maria
30745377,4,Itacaré,Bahia,2021-04-03 15:48:37.830,2021-04-04 10:47:26,Suspeito,Marcos
31442013,2,Presidente Getúlio,Santa Catarina,2021-04-11 10:06:03.147,2021-04-11 18:00:00,Suspeito,Marcos
38234142,9,Manaus,Amazonas,2020-11-30 17:44:18.893,2020-12-03 12:06:49,Suspeito,Marcos
40873451,3,São João do Manteninha,Minas Gerais,2020-11-26 09:17:47.387,2020-11-26 13:52:19,Suspeito,Marcos
45111276,9,Lins,São Paulo,2021-06-11 12:53:23.000,2021-06-12 11:06:14,Suspeito,Maria
58913255,2,Santa Maria,Rio Grande do Sul,2021-06-25 17:01:55.330,2021-06-26 10:29:40,Suspeito,Marcos
73325864,2,São João da Boa Vista,São Paulo,2021-07-03 13:29:16.120,2021-07-04 12:11:02,Suspeito,Maria
89271642,3,Rio de Janeiro,Rio de Janeiro,2020-11-20 18:00:00.000,2020-11-21 17:56:57,Suspeito,Marina
111854095,9,Petrolina,Pernambuco,2020-12-21 17:29:43.010,2020-12-25 10:45:33,Suspeito,Vivian
121576230,2,Bauru,São Paulo,2020-12-14 17:07:42.420,2020-12-18 10:39:33,Suspeito,Marcos
148305860,2,Juazeiro do Norte,Ceará,2021-05-13 18:00:00.000,2021-05-14 18:00:00,Suspeito,Maria
181073206,1,Sinop,Mato Grosso,2021-02-20 18:00:00.000,2021-02-21 14:58:48,Suspeito,Marcos
25413123,3,Fortaleza,Ceará,2021-01-23 13:12:09.637,2021-01-23 15:20:21,Suspeito,Marina
25626664,8,Laguna,Santa Catarina,2021-07-01 16:31:48.193,2021-07-02 12:55:19,Suspeito,Maria
49530484,6,Natal,Rio Grande do Norte,2021-06-05 18:00:00.000,2021-06-07 13:39:52,Suspeito,Marcos
50099332,9,São Ludgero,Santa Catarina,2021-02-20 18:00:00.000,2021-02-21 17:00:52,Suspeito,Marcos
127996933,1,Atibaia,São Paulo,2021-05-20 17:00:09.980,2021-05-21 16:55:29,Suspeito,Maria
178494863,7,Itapiranga,Santa Catarina,2021-04-30 18:00:00.000,2021-05-01 17:13:33,Suspeito,Fernanda
24566814,1,Rio Negro,Paraná,2021-01-07 10:13:33.847,2021-01-07 15:19:01,Suspeito,Marcos
26238476,1,Codó,Maranhão,2021-05-03 18:00:00.000,2021-05-07 11:27:16,Suspeito,Marcos
27011119,3,Rio de Janeiro,Rio de Janeiro,2020-11-19 09:00:00.000,2020-11-19 12:10:50,Suspeito,Marina
27349086,8,Uberlândia,Minas Gerais,2021-01-31 10:22:32.737,2021-02-01 09:00:00,Suspeito,Marcos
27667480,3,Rianápolis,Goiás,2021-05-07 18:00:00.000,2021-05-08 17:00:42,Suspeito,Marcos
27800800,3,Paragominas,Pará,2021-05-30 18:00:00.000,2021-05-31 17:03:46,Suspeito,Maria
32246927,2,Ponta Grossa,Paraná,2021-06-10 09:00:00.000,2021-06-10 18:00:00,Suspeito,Maria
35880849,4,Pacajus,Ceará,2021-05-20 09:00:00.000,2021-05-20 15:32:20,Suspeito,Marcos
38835325,2,Vazante,Minas Gerais,2021-01-28 10:30:37.073,2021-01-28 15:15:18,Suspeito,Marcos
48581536,10,Rio Branco,Acre,2021-04-22 17:43:20.387,2021-04-22 18:00:00,Suspeito,Fernanda
125092562,4,São José,Santa Catarina,2021-04-15 18:00:00.000,2021-04-16 15:43:38,Suspeito,Marcos
23828293,3,Ariquemes,Rondônia,2021-05-23 15:19:19.683,2021-05-24 17:27:33,Suspeito,Fernanda
24875732,4,Casa Branca,São Paulo,2021-01-21 17:34:33.100,2021-01-22 14:16:24,Suspeito,Marcos
25700551,9,Campina Grande,Paraíba,2020-11-19 18:00:00.000,2020-11-20 14:15:10,Suspeito,Marina
26853191,4,Porto Velho,Rondônia,2021-05-08 14:02:31.053,2021-05-09 10:38:58,Suspeito,Marcos
37566783,5,Belo Horizonte,Minas Gerais,2021-03-05 17:22:58.083,2021-03-06 14:47:05,Suspeito,Marcos
40873312,8,Foz do Iguaçu,Paraná,2021-04-22 18:00:00.000,2021-04-23 17:28:48,Suspeito,Fernanda
44384037,3,Parauapebas,Pará,2021-06-20 12:29:00.150,2021-06-21 11:13:46,Suspeito,Maria
45617869,10,Ribeirão das Neves,Minas Gerais,2021-07-01 15:38:18.640,2021-07-02 10:01:02,Suspeito,Maria
76548091,5,Torixoréu,Mato Grosso,2021-04-01 09:00:00.000,2021-04-02 11:23:17,Suspeito,Marcos
91821305,1,Estrela,Rio Grande do Sul,2020-12-04 17:28:00.700,2020-12-05 14:28:12,Suspeito,Marina
101799670,4,Dona Emma,Santa Catarina,2021-03-22 10:41:35.887,2021-03-25 09:00:00,Suspeito,Marcos
167164815,10,Petrópolis,Rio de Janeiro,2020-12-21 09:24:51.823,2020-12-24 18:00:00,Suspeito,Marcos
172983425,9,Candeias,Bahia,2021-05-28 18:00:00.000,2021-05-29 18:00:00,Suspeito,Maria
228779065,3,Bataguassu,Mato Grosso do Sul,2021-02-12 10:31:48.000,2021-02-12 18:00:00,Suspeito,Marcos
25430955,10,Mococa,São Paulo,2021-06-05 10:46:42.800,2021-06-05 15:12:57,Suspeito,Marcos
31883528,3,São José dos Pinhais,Paraná,2021-01-21 09:00:00.000,2021-01-21 10:42:17,Suspeito,Marcos
37645737,5,Aldeias Altas,Maranhão,2021-04-02 16:04:53.937,2021-04-03 15:07:20,Suspeito,Marcos
40026596,10,Curuçá,Pará,2020-11-21 18:00:00.000,2020-11-22 18:00:00,Suspeito,Marina
50623052,2,Pranchita,Paraná,2021-06-12 10:41:13.923,2021-06-12 18:00:00,Suspeito,Maria
55927339,6,São Bernardo,Maranhão,2021-07-01 09:21:53.037,2021-07-01 18:00:00,Suspeito,Maria
78551122,8,Quatipuru,Pará,2021-05-10 18:00:00.000,2021-05-13 18:00:00,Suspeito,Maria
161260663,7,Araguari,Minas Gerais,2021-05-23 18:00:00.000,2021-05-24 18:00:00,Suspeito,Maria
161671870,8,Araranguá,Santa Catarina,2021-05-30 15:51:22.180,2021-05-31 14:52:35,Suspeito,Maria
200963181,6,São Paulo,São Paulo,2020-11-09 16:13:05.837,2020-11-12 18:00:00,Suspeito,Marina
221680787,1,Itajubá,Minas Gerais,2021-02-20 15:46:03.640,2021-02-21 15:12:53,Suspeito,Marina
227808008,7,Agudos,São Paulo,2021-04-25 18:00:00.000,2021-04-29 09:00:00,Suspeito,Fernanda
31667507,10,Arealva,São Paulo,2021-06-26 12:13:48.000,2021-06-27 10:22:43,Suspeito,Maria
39927677,9,Limoeiro,Pernambuco,2021-04-19 16:02:31.047,2021-04-22 09:00:00,Suspeito,Fernanda
44640191,3,São Gonçalo do Sapucaí,Minas Gerais,2021-03-20 18:00:00.000,2021-03-21 16:15:50,Suspeito,Marcos
48044569,10,Três Barras do Paraná,Paraná,2021-03-26 17:26:51.463,2021-03-27 14:37:11,Suspeito,Fernanda
49435820,2,Guarani,Minas Gerais,2021-04-26 17:53:55.503,2021-04-29 09:00:00,Suspeito,Fernanda
207832727,8,Curitiba,Paraná,2020-12-10 09:00:00.000,2020-12-10 17:37:59,Suspeito,Marcos
27081564,6,Buri,São Paulo,2021-05-06 09:00:00.000,2021-05-06 16:55:10,Suspeito,Marcos
31343227,2,Araxá,Minas Gerais,2021-04-04 17:41:43.337,2021-04-08 12:21:01,Suspeito,Marcos
39904042,3,Ametista do Sul,Rio Grande do Sul,2021-01-01 17:32:02.863,2021-01-02 14:03:10,Suspeito,Marina
40446264,2,Santana do Livramento,Rio Grande do Sul,2021-02-06 10:10:48.300,2021-02-06 18:00:00,Suspeito,Marcos
43966732,3,Iraceminha,Santa Catarina,2021-07-08 15:45:10.450,2021-07-09 15:11:06,Suspeito,Maria
44630029,4,Criciúma,Santa Catarina,2020-11-15 09:05:31.027,2020-11-15 12:27:14,Suspeito,Marcos
45703317,9,Torixoréu,Mato Grosso,2021-02-22 09:00:00.000,2021-02-22 18:00:00,Suspeito,Marcos
45934964,8,Agrolândia,Santa Catarina,2021-04-10 09:02:46.720,2021-04-10 16:44:44,Suspeito,Marcos
52487177,6,Boa Vista,Roraima,2020-12-25 17:31:32.267,2020-12-26 17:13:38,Suspeito,Marina
54827088,9,Pimenta Bueno,Rondônia,2021-06-11 13:44:15.000,2021-06-12 12:45:16,Suspeito,Maria
86874822,3,Natal,Rio Grande do Norte,2020-12-25 18:00:00.000,2020-12-26 10:08:06,Suspeito,Marcos
175684150,1,Caieiras,São Paulo,2021-02-28 16:31:13.023,2021-03-01 10:06:20,Suspeito,Marcos
217363522,1,Cerro Azul,Paraná,2021-02-27 12:18:20.970,2021-02-28 09:12:13,Suspeito,Marcos
24542352,5,Ananindeua,Pará,2020-11-27 16:23:55.957,2020-11-28 12:28:22,Suspeito,Marcos
31417248,6,Porto Velho,Rondônia,2021-05-28 10:12:58.873,2021-05-30 10:25:42,Suspeito,Marcos
33242207,9,Parauapebas,Pará,2021-02-20 18:00:00.000,2021-02-21 14:40:49,Suspeito,Marcos
41398255,3,Belém,Pará,2021-04-19 12:13:15.843,2021-04-22 09:00:00,Suspeito,Fernanda
45577922,7,São José da Bela Vista,São Paulo,2021-05-31 09:11:31.060,2021-05-31 18:00:00,Suspeito,Maria
47191656,5,Virmond,Paraná,2020-11-16 09:42:55.653,2020-11-16 15:48:03,Suspeito,Marina
69904729,8,Cáceres,Mato Grosso,2021-07-02 17:23:56.073,2021-07-03 17:12:05,Suspeito,Maria
195483153,8,Pirapora do Bom Jesus,São Paulo,2020-12-21 17:51:42.397,2020-12-25 12:32:46,Suspeito,Marcos
26195132,9,São Borja,Rio Grande do Sul,2021-05-09 09:55:21.753,2021-05-09 15:41:45,Suspeito,Marcos
34072033,5,Sertãozinho,São Paulo,2021-04-11 17:15:08.770,2021-04-12 14:10:20,Suspeito,Marcos
38680893,7,Manaus,Amazonas,2020-11-07 14:33:30.090,2020-11-12 18:00:00,Suspeito,Marina
49704349,6,Cáceres,Mato Grosso,2021-04-15 18:00:00.000,2021-04-16 11:05:11,Suspeito,Marcos
85124284,3,São Paulo,São Paulo,2020-12-10 18:00:00.000,2020-12-11 15:41:45,Suspeito,Marcos
164389297,4,Cabo Verde,Minas Gerais,2021-02-05 12:07:47.590,2021-02-05 12:38:35,Falso Positivo,Marcos
25112697,1,Pompéu,Minas Gerais,2021-07-09 15:40:08.763,2021-07-10 14:51:07,Suspeito,Maria
25230015,8,Pitangueiras,São Paulo,2021-04-02 17:05:14.887,2021-04-03 16:12:25,Suspeito,Marcos
25326413,2,Benedito Novo,Santa Catarina,2021-07-08 14:46:13.270,2021-07-09 12:38:21,Suspeito,Maria
25909382,6,São Paulo,São Paulo,2021-06-07 17:40:42.310,2021-06-10 16:06:34,Suspeito,Maria
29879560,9,Rio de Janeiro,Rio de Janeiro,2020-11-19 09:00:00.000,2020-11-19 15:40:13,Suspeito,Marina
33005502,8,Cabo Frio,Rio de Janeiro,2021-05-24 10:53:43.647,2021-05-27 09:00:00,Suspeito,Fernanda
33787029,1,Imperatriz,Maranhão,2020-12-06 17:16:21.330,2020-12-07 11:07:11,Suspeito,Marcos
34134735,10,Campo do Brito,Sergipe,2020-12-31 10:35:35.853,2020-12-31 17:38:53,Suspeito,Marcos
43718891,5,Guaraciaba,Santa Catarina,2021-02-12 15:31:57.063,2021-02-13 18:00:00,Suspeito,Marcos
44711441,2,Santana do Livramento,Rio Grande do Sul,2021-03-06 17:10:42.733,2021-03-07 15:10:15,Suspeito,Marcos
106801070,2,Couto de Magalhães de Minas,Minas Gerais,2021-05-16 12:21:27.153,2021-05-17 11:57:19,Suspeito,Maria
38983131,4,Marituba,Pará,2021-01-16 18:00:00.000,2021-01-17 15:41:29,Suspeito,Marcos
48528958,9,Três Lagoas,Mato Grosso do Sul,2020-11-20 15:09:18.987,2020-11-20 17:24:17,Suspeito,Marina
217606203,4,João Pessoa,Paraíba,2021-07-16 11:19:00.603,2021-07-17 10:30:20,Suspeito,Maria
39196500,5,São José dos Campos,São Paulo,2021-03-27 18:00:00.000,2021-03-28 15:24:32,Suspeito,Marcos
39323511,10,Fortaleza,Ceará,2021-07-11 17:16:28.610,2021-07-12 10:44:27,Suspeito,Marcos
43580150,2,Três Rios,Rio de Janeiro,2021-02-06 11:54:09.103,2021-02-06 18:00:00,Suspeito,Marcos
51697524,9,Marataízes,Espírito Santo,2020-12-04 13:10:28.223,2020-12-05 10:31:41,Suspeito,Marina
64739467,3,Manaus,Amazonas,2021-01-10 13:44:22.683,2021-01-10 18:00:00,Suspeito,Marina
153573002,2,Ponta Grossa,Paraná,2021-05-31 15:18:40.447,2021-06-03 14:39:58,Suspeito,Maria
223012878,4,Papanduva,Santa Catarina,2021-04-02 13:57:24.200,2021-04-03 09:52:45,Suspeito,Marcos
26282148,4,Baraúna,Rio Grande do Norte,2020-11-22 18:00:00.000,2020-11-23 15:46:53,Suspeito,Paulo
27250876,7,Adamantina,São Paulo,2021-07-01 16:59:27.580,2021-07-02 12:37:14,Suspeito,Maria
28430838,1,Tenório,Paraíba,2021-07-02 15:26:22.397,2021-07-03 12:23:53,Suspeito,Maria
32939326,7,Recife,Pernambuco,2021-01-15 18:00:00.000,2021-01-17 15:45:24,Suspeito,Marcos
34760577,4,João Pinheiro,Minas Gerais,2021-07-15 17:48:48.540,2021-07-16 17:28:50,Suspeito,Maria
41078151,1,Curvelo,Minas Gerais,2021-05-23 18:00:00.000,2021-05-24 16:03:35,Suspeito,Marcos
42122324,3,Aracaju,Sergipe,2021-03-06 15:29:26.160,2021-03-07 13:51:41,Suspeito,Marcos
85152925,2,Guarujá do Sul,Santa Catarina,2021-05-29 10:08:39.283,2021-05-30 09:39:01,Falso Positivo,Marcos
225171195,3,Rio do Oeste,Santa Catarina,2021-04-10 09:14:20.610,2021-04-10 16:48:45,Suspeito,Marcos
34691241,8,Planalto,Paraná,2021-04-15 15:22:52.740,2021-04-15 17:52:09,Suspeito,Marcos
49945498,5,Paverama,Rio Grande do Sul,2021-06-14 17:08:37.867,2021-06-17 15:00:20,Suspeito,Maria
153603217,1,Dracena,São Paulo,2021-06-17 09:18:46.637,2021-06-17 18:00:00,Suspeito,Maria
156991379,2,Romaria,Minas Gerais,2021-02-15 15:34:58.457,2021-02-15 16:33:25,Suspeito,Marcos
29808147,7,Itatiaia,Rio de Janeiro,2021-01-07 18:00:00.000,2021-01-08 11:54:59,Suspeito,Marcos
33397835,7,Januária,Minas Gerais,2021-07-10 18:00:00.000,2021-07-11 18:00:00,Suspeito,Maria
33486864,7,Maués,Amazonas,2021-05-14 12:36:20.770,2021-05-15 10:15:22,Suspeito,Marcos
34337543,7,Bento Gonçalves,Rio Grande do Sul,2021-02-28 17:24:33.243,2021-03-01 10:39:36,Suspeito,Marcos
39799140,4,Pau dos Ferros,Rio Grande do Norte,2021-05-23 15:22:00.193,2021-05-24 16:32:35,Suspeito,Fernanda
42766475,7,Rio de Janeiro,Rio de Janeiro,2020-11-29 18:00:00.000,2020-12-03 10:08:41,Suspeito,Marina
45877885,8,Duas Estradas,Paraíba,2021-04-30 14:08:18.890,2021-04-30 16:47:53,Suspeito,Marcos
50190170,4,Palhoça,Santa Catarina,2021-04-02 10:19:09.317,2021-04-02 18:00:00,Suspeito,Marcos
67119506,10,Guaíra,Paraná,2021-01-30 14:49:38.637,2021-01-31 11:56:28,Suspeito,Marina
90072960,6,Serro,Minas Gerais,2021-01-09 18:00:00.000,2021-01-10 12:03:31,Suspeito,Marcos
154673804,5,Santa Maria,Rio Grande do Sul,2021-06-19 11:08:11.173,2021-06-19 18:00:00,Suspeito,Marcos
36721432,1,Centralina,Minas Gerais,2021-06-24 09:00:00.000,2021-06-24 18:00:00,Suspeito,Maria
39350412,3,Vitória da Conquista,Bahia,2021-01-24 15:32:13.733,2021-01-24 18:00:00,Suspeito,Marcos
49874719,7,Belo Horizonte,Minas Gerais,2021-01-30 11:21:52.240,2021-01-30 15:09:01,Suspeito,Marcos
141382895,10,Várzea Alegre,Ceará,2021-05-13 18:00:00.000,2021-05-14 18:00:00,Suspeito,Maria
192799369,5,Monte Carmelo,Minas Gerais,2021-05-01 16:45:38.520,2021-05-02 10:59:56,Suspeito,Fernanda
216170400,5,Bom Jesus das Selvas,Maranhão,2020-11-22 16:56:28.343,2020-11-23 11:42:00,Suspeito,Paulo
28743370,2,São Felipe D'Oeste,Rondônia,2020-12-20 18:00:00.000,2020-12-21 11:26:56,Suspeito,Vivian
35371876,4,Ponta Porã,Mato Grosso do Sul,2021-06-25 18:00:00.000,2021-06-26 18:00:00,Suspeito,Maria
42675312,5,Santarém,Pará,2021-07-09 18:00:00.000,2021-07-10 15:42:10,Suspeito,Maria
68210926,6,São João da Boa Vista,São Paulo,2021-07-03 13:08:44.090,2021-07-04 11:39:20,Suspeito,Maria
74023911,8,Curitiba,Paraná,2020-11-22 10:01:10.663,2020-11-22 17:38:51,Suspeito,Marcos
123076909,3,Patos,Paraíba,2020-11-23 09:00:00.000,2020-11-23 18:00:00,Suspeito,Marcos
153740747,1,Mossoró,Rio Grande do Norte,2021-05-15 13:34:46.227,2021-05-16 13:16:46,Suspeito,Maria
222339941,5,Araranguá,Santa Catarina,2021-06-13 16:19:23.280,2021-06-14 12:33:32,Suspeito,Maria
27991099,2,Canavieiras,Bahia,2021-02-08 09:00:00.000,2021-02-08 17:53:42,Suspeito,Marcos
29089141,8,Xaxim,Santa Catarina,2020-12-04 11:26:30.840,2020-12-04 17:23:59,Suspeito,Marina
30008204,2,Ouro Fino,Minas Gerais,2020-12-03 18:00:00.000,2020-12-04 10:53:52,Suspeito,Marina
30819055,10,Brasília,Distrito Federal,2020-12-19 15:44:15.150,2020-12-21 15:49:14,Suspeito,Pedro
36023700,8,São Leopoldo,Rio Grande do Sul,2021-05-13 18:00:00.000,2021-05-15 09:00:00,Suspeito,Maria
