,IDCliente,Produto Alacarte,Churn,NPS,Média desconto fatura 3M
667,668,MAX,Sim,Promotor,13.74
668,669,Disney,Não,Detrator,22.53
669,670,MAX,Não,Promotor,19.31
670,671,Globoplay,Não,Neutro,16.85
671,672,Netflix,Sim,Neutro,27.74
672,673,Prime,Não,Promotor,25.99
673,674,Prime,Não,Neutro,24.47
674,675,Globoplay,Sim,Promotor,22.33
675,676,Prime,Não,Promotor,22.65
676,677,Prime,Não,Promotor,16.54
677,678,Prime,Sim,Promotor,25.53
678,679,Netflix,Não,Detrator,22.6
679,680,Disney,Não,Neutro,24.16
680,681,Prime,Não,Promotor,12.99
681,682,Netflix,Sim,Detrator,22.49
682,683,Globoplay,Não,Neutro,16.64
683,684,Globoplay,Não,Neutro,15.1
684,685,Prime,Não,Detrator,29.0
685,686,Prime,Sim,Promotor,18.09
686,687,Netflix,Não,Promotor,12.05
687,688,Netflix,Não,Detrator,17.44
688,689,Globoplay,Sim,Detrator,18.84
689,690,Disney,Sim,Neutro,23.32
690,691,Globoplay,Sim,Promotor,28.71
691,692,Disney,Sim,Neutro,15.31
692,693,Prime,Não,Promotor,14.71
693,694,Globoplay,Sim,Promotor,19.36
694,695,Prime,Sim,Promotor,24.93
695,696,Disney,Não,Promotor,14.0
696,697,Globoplay,Sim,Neutro,26.78
697,698,MAX,Não,Neutro,15.52
698,699,Prime,Não,Promotor,13.63
699,700,Disney,Sim,Detrator,17.72
700,701,MAX,Não,Neutro,10.25
701,702,Netflix,Sim,Promotor,26.74
702,703,MAX,Não,Promotor,12.9
703,704,Globoplay,Sim,Neutro,19.38
704,705,Netflix,Sim,Promotor,12.98
705,706,MAX,Não,Promotor,10.62
706,707,Prime,Não,Promotor,28.42
707,708,MAX,Sim,Neutro,11.05
708,709,Disney,Não,Detrator,20.87
709,710,Globoplay,Não,Detrator,28.08
710,711,Globoplay,Não,Detrator,16.82
711,712,Netflix,Não,Neutro,12.42
712,713,MAX,Não,Promotor,20.09
713,714,Globoplay,Não,Detrator,12.22
714,715,Netflix,Não,Promotor,11.49
715,716,Disney,Não,Promotor,13.98
716,717,Netflix,Não,Promotor,13.75
717,718,Prime,Não,Promotor,23.68
718,719,MAX,Não,Detrator,18.8
719,720,Globoplay,Sim,Promotor,20.88
720,721,Globoplay,Não,Neutro,16.1
721,722,MAX,Sim,Neutro,15.57
722,723,Netflix,Sim,Promotor,17.45
723,724,Globoplay,Não,Detrator,26.29
724,725,MAX,Não,Promotor,22.43
725,726,Disney,Não,Detrator,17.39
726,727,MAX,Sim,Promotor,15.05
727,728,Netflix,Não,Promotor,14.48
728,729,Prime,Não,Neutro,10.92
729,730,Prime,Não,Promotor,13.51
730,731,Netflix,Não,Neutro,22.02
731,732,MAX,Sim,Promotor,29.68
732,733,Prime,Não,Promotor,10.64
733,734,MAX,Não,Detrator,27.3
734,735,MAX,Sim,Promotor,22.76
735,736,MAX,Não,Promotor,16.54
736,737,Disney,Não,Neutro,24.52
737,738,Prime,Não,Promotor,18.46
738,739,Prime,Sim,Detrator,28.91
739,740,Globoplay,Sim,Promotor,21.62
740,741,MAX,Não,Promotor,24.42
741,742,Netflix,Não,Neutro,17.08
742,743,Disney,Não,Detrator,23.14
743,744,MAX,Não,Promotor,15.74
744,745,Globoplay,Não,Detrator,15.89
745,746,Globoplay,Sim,Detrator,13.45
746,747,MAX,Não,Promotor,11.1
747,748,Disney,Não,Promotor,27.81
748,749,Netflix,Não,Promotor,20.67
749,750,Disney,Não,Neutro,24.34
750,751,Disney,Sim,Promotor,22.77
751,752,Globoplay,Não,Promotor,22.72
752,753,Globoplay,Sim,Promotor,16.6
753,754,Prime,Não,Detrator,11.78
754,755,Netflix,Sim,Detrator,14.18
755,756,Disney,Não,Detrator,11.11
756,757,MAX,Sim,Neutro,22.86
757,758,Disney,Não,Detrator,14.49
758,759,Prime,Não,Promotor,12.19
759,760,MAX,Não,Promotor,24.43
760,761,Globoplay,Sim,Neutro,29.77
761,762,Disney,Não,Detrator,14.76
762,763,Globoplay,Não,Promotor,11.34
763,764,Netflix,Não,Neutro,23.52
764,765,Globoplay,Não,Promotor,14.86
765,766,Netflix,Não,Detrator,12.34
766,767,Disney,Sim,Neutro,11.99
767,768,Netflix,Não,Promotor,18.93
768,769,MAX,Não,Promotor,19.01
769,770,MAX,Não,Neutro,12.08
770,771,Disney,Sim,Neutro,23.91
771,772,Globoplay,Não,Promotor,23.07
772,773,Netflix,Sim,Neutro,15.3
773,774,Prime,Não,Detrator,13.37
774,775,MAX,Sim,Detrator,14.84
775,776,Disney,Não,Promotor,29.11
776,777,MAX,Não,Promotor,20.18
777,778,Netflix,Não,Detrator,12.63
778,779,Prime,Sim,Promotor,18.2
779,780,MAX,Não,Promotor,13.7
780,781,Netflix,Não,Neutro,25.08
781,782,Prime,Sim,Detrator,22.38
782,783,MAX,Não,Neutro,19.55
783,784,Prime,Não,Promotor,21.92
784,785,Globoplay,Não,Neutro,13.36
785,786,Disney,Sim,Neutro,23.08
786,787,Globoplay,Não,Detrator,18.28
787,788,MAX,Não,Neutro,25.03
788,789,Prime,Não,Detrator,28.28
789,790,MAX,Não,Neutro,20.63
790,791,MAX,Não,Detrator,24.71
791,792,Disney,Não,Detrator,29.25
792,793,Disney,Sim,Neutro,11.64
793,794,Prime,Sim,Promotor,22.33
794,795,Globoplay,Não,Promotor,19.51
795,796,Prime,Não,Promotor,18.55
796,797,MAX,Não,Detrator,18.33
797,798,Globoplay,Não,Neutro,15.93
798,799,Disney,Não,Neutro,16.15
799,800,MAX,Sim,Promotor,19.85
800,801,Prime,Sim,Promotor,16.19
801,802,Disney,Não,Promotor,10.02
802,803,Disney,Sim,Promotor,11.21
803,804,Prime,Sim,Promotor,12.69
804,805,Globoplay,Não,Promotor,20.19
805,806,Disney,Não,Promotor,14.88
806,807,Disney,Não,Detrator,10.86
807,808,MAX,Não,Detrator,18.74
808,809,Globoplay,Sim,Detrator,25.04
809,810,Prime,Não,Neutro,22.62
810,811,Prime,Sim,Neutro,23.21
811,812,Prime,Sim,Neutro,23.81
812,813,Netflix,Não,Promotor,26.98
813,814,Prime,Não,Neutro,19.97
814,815,Netflix,Não,Neutro,12.57
815,816,Netflix,Não,Detrator,10.05
816,817,Netflix,Sim,Promotor,19.32
817,818,Globoplay,Não,Neutro,19.91
818,819,Prime,Não,Promotor,17.06
819,820,MAX,Não,Detrator,18.42
820,821,MAX,Não,Promotor,20.63
821,822,Globoplay,Sim,Detrator,28.74
822,823,MAX,Sim,Promotor,10.49
823,824,Disney,Não,Detrator,26.15
824,825,Netflix,Não,Promotor,21.29
825,826,Prime,Não,Neutro,18.88
826,827,Disney,Não,Promotor,13.24
827,828,Prime,Não,Promotor,25.62
828,829,MAX,Sim,Promotor,12.98
829,830,Globoplay,Sim,Detrator,23.55
830,831,MAX,Não,Detrator,15.17
831,832,Globoplay,Não,Neutro,20.63
832,833,Globoplay,Não,Promotor,26.98
833,834,Globoplay,Sim,Neutro,19.07
834,835,Globoplay,Não,Detrator,22.36
835,836,Netflix,Sim,Detrator,27.53
836,837,MAX,Não,Promotor,17.35
837,838,Prime,Sim,Neutro,24.95
838,839,Disney,Não,Detrator,27.02
839,840,Netflix,Não,Detrator,14.73
840,841,Prime,Sim,Promotor,12.18
841,842,Netflix,Sim,Neutro,12.92
842,843,Prime,Não,Promotor,28.94
843,844,Disney,Não,Neutro,22.42
844,845,Globoplay,Não,Promotor,16.83
845,846,MAX,Não,Promotor,22.51
846,847,Prime,Não,Detrator,19.56
847,848,Prime,Não,Detrator,15.67
848,849,Prime,Sim,Promotor,25.43
849,850,Globoplay,Sim,Promotor,26.07
850,851,Prime,Não,Promotor,25.6
851,852,Netflix,Não,Neutro,23.91
852,853,Disney,Não,Neutro,25.4
853,854,Globoplay,Sim,Promotor,28.36
854,855,MAX,Não,Promotor,10.46
855,856,Prime,Não,Promotor,28.95
856,857,Disney,Não,Neutro,23.23
857,858,Disney,Sim,Neutro,16.08
858,859,Prime,Sim,Promotor,17.96
859,860,MAX,Sim,Promotor,22.47
860,861,MAX,Sim,Promotor,20.67
861,862,Disney,Sim,Promotor,23.21
862,863,Disney,Não,Detrator,23.46
863,864,Netflix,Não,Promotor,27.8
864,865,Globoplay,Não,Promotor,17.82
865,866,MAX,Não,Promotor,12.49
866,867,Prime,Não,Promotor,26.07
867,868,MAX,Não,Neutro,11.15
868,869,Prime,Não,Promotor,14.35
869,870,Globoplay,Não,Neutro,14.68
870,871,Netflix,Sim,Promotor,27.2
871,872,Netflix,Sim,Promotor,23.4
872,873,Prime,Não,Promotor,26.71
873,874,MAX,Sim,Neutro,13.17
874,875,MAX,Sim,Promotor,15.58
875,876,Prime,Não,Detrator,21.69
876,877,Globoplay,Sim,Promotor,14.78
877,878,Netflix,Sim,Detrator,14.13
878,879,MAX,Sim,Promotor,12.59
879,880,Globoplay,Não,Neutro,12.63
880,881,MAX,Sim,Detrator,11.62
881,882,Prime,Não,Promotor,23.79
882,883,Disney,Não,Promotor,12.93
883,884,Disney,Não,Detrator,16.85
884,885,MAX,Sim,Promotor,12.99
885,886,Globoplay,Não,Promotor,25.11
886,887,Disney,Não,Neutro,23.3
887,888,Disney,Não,Neutro,21.43
888,889,Disney,Não,Neutro,11.46
889,890,Disney,Não,Promotor,28.41
890,891,MAX,Sim,Promotor,22.61
891,892,Netflix,Não,Neutro,29.47
892,893,Netflix,Sim,Detrator,16.18
893,894,Globoplay,Sim,Promotor,26.47
894,895,Netflix,Não,Detrator,29.17
895,896,MAX,Sim,Promotor,15.63
896,897,MAX,Sim,Promotor,23.94
897,898,Disney,Sim,Promotor,28.52
898,899,Prime,Não,Promotor,11.17
899,900,Netflix,Sim,Promotor,29.32
900,901,Globoplay,Não,Promotor,16.87
901,902,Disney,Não,Neutro,20.46
902,903,Disney,Sim,Neutro,26.83
903,904,Netflix,Não,Neutro,18.46
904,905,Disney,Não,Detrator,19.23
905,906,Globoplay,Sim,Promotor,27.16
906,907,Disney,Não,Promotor,25.73
907,908,Prime,Não,Neutro,15.03
908,909,Disney,Não,Detrator,23.67
909,910,Netflix,Não,Neutro,11.75
910,911,Prime,Sim,Promotor,17.6
911,912,MAX,Não,Detrator,18.23
912,913,Netflix,Não,Neutro,10.97
913,914,MAX,Não,Detrator,10.21
914,915,Prime,Não,Promotor,21.8
915,916,Netflix,Não,Detrator,29.24
916,917,Disney,Sim,Detrator,28.52
917,918,Netflix,Não,Neutro,12.34
918,919,Disney,Sim,Promotor,21.45
919,920,Globoplay,Sim,Promotor,20.84
920,921,MAX,Não,Detrator,29.24
921,922,MAX,Não,Promotor,19.61
922,923,Globoplay,Sim,Promotor,14.11
923,924,Prime,Sim,Promotor,22.81
924,925,Globoplay,Não,Promotor,28.65
925,926,MAX,Não,Detrator,29.97
926,927,MAX,Não,Detrator,14.87
927,928,Netflix,Não,Promotor,17.24
928,929,MAX,Não,Promotor,24.12
929,930,Prime,Não,Promotor,15.51
930,931,Prime,Sim,Promotor,26.43
931,932,Netflix,Sim,Promotor,28.16
932,933,Globoplay,Sim,Promotor,11.86
933,934,Netflix,Não,Detrator,27.3
934,935,Globoplay,Não,Promotor,12.69
935,936,Disney,Não,Promotor,13.33
936,937,Netflix,Não,Detrator,29.34
937,938,Globoplay,Sim,Neutro,17.38
938,939,Globoplay,Não,Neutro,10.13
939,940,Netflix,Não,Detrator,23.28
940,941,Prime,Não,Promotor,29.12
941,942,Prime,Não,Promotor,10.78
942,943,Prime,Não,Promotor,18.81
943,944,Prime,Não,Detrator,26.39
944,945,Netflix,Não,Promotor,29.55
945,946,Globoplay,Não,Promotor,11.12
946,947,MAX,Não,Detrator,14.62
947,948,MAX,Não,Promotor,15.77
948,949,MAX,Sim,Promotor,21.57
949,950,Globoplay,Não,Neutro,29.29
950,951,Globoplay,Sim,Promotor,22.18
951,952,Prime,Não,Detrator,26.74
952,953,Prime,Sim,Neutro,25.87
953,954,MAX,Não,Neutro,26.34
954,955,Disney,Sim,Promotor,21.58
955,956,Globoplay,Não,Promotor,12.05
956,957,Netflix,Sim,Promotor,20.75
957,958,Disney,Não,Detrator,16.07
958,959,MAX,Não,Detrator,22.67
959,960,Netflix,Sim,Promotor,16.39
960,961,Disney,Sim,Promotor,21.08
961,962,MAX,Não,Promotor,26.98
962,963,Globoplay,Não,Neutro,26.14
963,964,Netflix,Sim,Detrator,17.08
964,965,MAX,Sim,Neutro,25.38
965,966,Netflix,Não,Neutro,23.9
966,967,Globoplay,Não,Detrator,12.78
967,968,Prime,Não,Promotor,18.24
968,969,Netflix,Não,Detrator,26.24
969,970,Disney,Não,Detrator,20.91
970,971,Globoplay,Não,Promotor,27.58
971,972,Prime,Não,Promotor,14.03
972,973,Disney,Não,Promotor,15.67
973,974,Netflix,Não,Detrator,12.33
974,975,Disney,Não,Promotor,24.52
975,976,Globoplay,Sim,Detrator,25.89
976,977,Globoplay,Não,Promotor,23.43
977,978,Globoplay,Não,Promotor,23.41
978,979,Globoplay,Não,Detrator,19.94
979,980,Prime,Sim,Promotor,17.98
980,981,Disney,Não,Promotor,29.68
981,982,MAX,Não,Neutro,19.34
982,983,Globoplay,Não,Promotor,21.06
983,984,MAX,Não,Detrator,21.35
984,985,Prime,Não,Promotor,26.26
985,986,Globoplay,Não,Neutro,10.28
986,987,Prime,Não,Neutro,27.83
987,988,Globoplay,Não,Promotor,10.78
988,989,Globoplay,Sim,Detrator,26.76
989,990,Netflix,Sim,Promotor,15.71
990,991,MAX,Sim,Detrator,14.7
991,992,Disney,Não,Promotor,17.07
992,993,Globoplay,Sim,Neutro,19.73
993,994,MAX,Sim,Promotor,24.33
994,995,Globoplay,Não,Promotor,21.57
995,996,MAX,Sim,Promotor,23.74
996,997,Prime,Não,Promotor,18.7
997,998,Globoplay,Não,Promotor,23.62
998,999,MAX,Não,Promotor,23.89
999,1000,Globoplay,Não,Promotor,10.72
1000,1001,MAX,Não,Detrator,28.91
1001,1002,Globoplay,Não,Promotor,13.57
1002,1003,MAX,Não,Promotor,10.21
1003,1004,MAX,Não,Promotor,16.51
1004,1005,Netflix,Não,Neutro,27.63
1005,1006,Prime,Não,Neutro,18.28
1006,1007,Netflix,Não,Promotor,23.73
1007,1008,MAX,Não,Neutro,21.55
1008,1009,MAX,Não,Promotor,27.28
1009,1010,Prime,Não,Neutro,14.8
1010,1011,Prime,Não,Promotor,16.84
1011,1012,Prime,Não,Detrator,23.29
1012,1013,Netflix,Sim,Promotor,16.76
1013,1014,Disney,Sim,Promotor,22.66
1014,1015,MAX,Sim,Promotor,21.88
1015,1016,Disney,Não,Promotor,29.05
1016,1017,Disney,Sim,Neutro,17.0
1017,1018,Globoplay,Sim,Promotor,15.94
1018,1019,Netflix,Sim,Promotor,10.39
1019,1020,Globoplay,Não,Promotor,28.67
1020,1021,Disney,Não,Neutro,10.36
1021,1022,Netflix,Sim,Neutro,12.27
1022,1023,Prime,Não,Promotor,29.74
1023,1024,Globoplay,Sim,Detrator,14.45
1024,1025,Netflix,Não,Detrator,19.53
1025,1026,Disney,Não,Promotor,25.58
1026,1027,Netflix,Não,Promotor,25.53
1027,1028,Disney,Não,Detrator,16.97
1028,1029,Prime,Sim,Promotor,14.06
1029,1030,Globoplay,Não,Promotor,13.15
1030,1031,Globoplay,Não,Detrator,10.15
1031,1032,MAX,Não,Detrator,21.6
1032,1033,Netflix,Não,Neutro,17.69
1033,1034,MAX,Sim,Promotor,23.35
1034,1035,Netflix,Não,Neutro,15.06
1035,1036,Disney,Não,Detrator,10.07
1036,1037,Prime,Não,Neutro,25.84
1037,1038,Prime,Não,Promotor,27.74
1038,1039,Prime,Não,Promotor,11.27
1039,1040,MAX,Sim,Neutro,26.56
1040,1041,Disney,Não,Promotor,28.27
1041,1042,Netflix,Não,Detrator,24.75
1042,1043,MAX,Sim,Promotor,23.26
1043,1044,Netflix,Não,Neutro,28.68
1044,1045,Globoplay,Não,Promotor,11.3
1045,1046,Disney,Não,Promotor,15.18
1046,1047,Disney,Não,Detrator,16.83
1047,1048,Netflix,Não,Promotor,10.29
1048,1049,Prime,Não,Promotor,17.25
1049,1050,MAX,Não,Neutro,11.12
1050,1051,Netflix,Não,Detrator,27.25
1051,1052,Prime,Não,Neutro,10.73
1052,1053,Globoplay,Sim,Promotor,14.84
1053,1054,Disney,Não,Neutro,13.83
1054,1055,MAX,Não,Neutro,24.95
1055,1056,Prime,Não,Promotor,28.58
1056,1057,MAX,Sim,Promotor,14.55
1057,1058,Disney,Não,Promotor,12.68
1058,1059,Globoplay,Sim,Detrator,11.65
1059,1060,Globoplay,Não,Promotor,11.77
1060,1061,MAX,Sim,Promotor,27.54
1061,1062,MAX,Sim,Promotor,16.08
1062,1063,Prime,Sim,Neutro,18.36
1063,1064,Globoplay,Não,Promotor,26.22
1064,1065,Prime,Não,Neutro,18.84
1065,1066,Globoplay,Não,Detrator,18.2
1066,1067,Prime,Não,Promotor,28.08
1067,1068,Prime,Não,Neutro,10.23
1068,1069,Disney,Sim,Detrator,19.79
1069,1070,Globoplay,Não,Promotor,26.96
1070,1071,Globoplay,Não,Neutro,24.92
1071,1072,Prime,Não,Neutro,21.11
1072,1073,MAX,Não,Detrator,14.68
1073,1074,Prime,Não,Promotor,13.94
1074,1075,Netflix,Sim,Neutro,27.86
1075,1076,MAX,Não,Promotor,12.02
1076,1077,MAX,Não,Neutro,18.25
1077,1078,Globoplay,Sim,Promotor,22.27
1078,1079,Prime,Sim,Detrator,10.27
1079,1080,Prime,Não,Promotor,15.31
1080,1081,Disney,Não,Neutro,16.24
1081,1082,Globoplay,Não,Promotor,29.82
1082,1083,Prime,Não,Detrator,13.1
1083,1084,Prime,Sim,Neutro,12.04
1084,1085,Globoplay,Sim,Promotor,20.24
1085,1086,Globoplay,Sim,Neutro,22.86
1086,1087,Disney,Não,Detrator,28.97
1087,1088,Globoplay,Sim,Promotor,14.09
1088,1089,Globoplay,Sim,Promotor,21.27
1089,1090,MAX,Sim,Neutro,18.23
1090,1091,Globoplay,Não,Neutro,19.4
1091,1092,Disney,Não,Detrator,29.8
1092,1093,MAX,Não,Neutro,12.76
1093,1094,Prime,Sim,Promotor,28.3
1094,1095,Globoplay,Sim,Promotor,26.14
1095,1096,Disney,Não,Promotor,13.57
1096,1097,Disney,Sim,Promotor,17.09
1097,1098,Disney,Não,Neutro,16.09
1098,1099,Disney,Não,Neutro,24.96
1099,1100,Disney,Sim,Promotor,20.08
1100,1101,Prime,Não,Detrator,23.89
1101,1102,MAX,Não,Neutro,23.58
1102,1103,Prime,Não,Neutro,25.31
1103,1104,Netflix,Não,Neutro,17.88
1104,1105,MAX,Não,Detrator,14.74
1105,1106,Disney,Não,Neutro,27.22
1106,1107,Netflix,Não,Promotor,13.63
1107,1108,MAX,Não,Neutro,16.92
1108,1109,MAX,Não,Detrator,28.1
1109,1110,MAX,Sim,Promotor,20.22
1110,1111,Netflix,Não,Promotor,16.86
1111,1112,Prime,Não,Neutro,16.71
1112,1113,Globoplay,Sim,Detrator,21.5
1113,1114,Disney,Não,Promotor,17.21
1114,1115,MAX,Não,Promotor,15.39
1115,1116,Netflix,Não,Promotor,20.04
1116,1117,MAX,Não,Promotor,13.59
1117,1118,Netflix,Não,Neutro,17.58
1118,1119,Prime,Sim,Detrator,14.2
1119,1120,Disney,Não,Neutro,24.25
1120,1121,Disney,Sim,Promotor,26.75
1121,1122,Disney,Não,Promotor,29.87
1122,1123,Disney,Não,Promotor,19.45
1123,1124,Netflix,Sim,Promotor,15.07
1124,1125,Netflix,Não,Promotor,16.09
1125,1126,Globoplay,Não,Promotor,12.71
1126,1127,Disney,Não,Promotor,15.96
1127,1128,MAX,Não,Promotor,27.52
1128,1129,Netflix,Não,Promotor,29.94
1129,1130,Prime,Não,Neutro,24.68
1130,1131,Prime,Não,Neutro,19.88
1131,1132,Prime,Não,Detrator,17.89
1132,1133,Disney,Sim,Promotor,18.77
1133,1134,Netflix,Não,Promotor,28.27
1134,1135,Disney,Não,Detrator,11.53
1135,1136,Netflix,Não,Neutro,15.26
1136,1137,Disney,Não,Promotor,26.84
1137,1138,Netflix,Não,Neutro,20.96
1138,1139,Globoplay,Não,Promotor,19.85
1139,1140,Prime,Não,Neutro,18.89
1140,1141,Globoplay,Não,Detrator,20.65
1141,1142,Globoplay,Sim,Neutro,28.64
1142,1143,Netflix,Não,Neutro,28.67
1143,1144,Netflix,Não,Promotor,25.09
1144,1145,Globoplay,Não,Promotor,25.48
1145,1146,Globoplay,Não,Detrator,12.43
1146,1147,Globoplay,Não,Neutro,14.58
1147,1148,Globoplay,Não,Detrator,17.86
1148,1149,Netflix,Não,Promotor,22.62
1149,1150,MAX,Não,Detrator,29.67
1150,1151,Prime,Não,Neutro,20.56
1151,1152,Prime,Não,Promotor,21.15
1152,1153,Netflix,Sim,Promotor,28.56
1153,1154,Prime,Não,Neutro,25.77
1154,1155,Disney,Não,Neutro,24.61
1155,1156,Globoplay,Não,Promotor,27.27
1156,1157,Netflix,Não,Promotor,17.26
1157,1158,MAX,Não,Neutro,25.74
1158,1159,Globoplay,Não,Promotor,26.78
1159,1160,Globoplay,Não,Promotor,12.33
1160,1161,Prime,Sim,Neutro,27.78
1161,1162,Globoplay,Não,Promotor,14.57
1162,1163,Netflix,Não,Detrator,17.61
1163,1164,Netflix,Sim,Neutro,18.66
1164,1165,Netflix,Sim,Promotor,21.52
1165,1166,Prime,Não,Promotor,16.78
1166,1167,MAX,Não,Promotor,17.58
1167,1168,Disney,Não,Detrator,15.89
1168,1169,Disney,Não,Promotor,26.25
1169,1170,Netflix,Não,Promotor,13.2
1170,1171,Prime,Sim,Neutro,16.94
1171,1172,MAX,Sim,Neutro,23.21
1172,1173,MAX,Não,Promotor,12.03
1173,1174,Netflix,Não,Neutro,21.21
1174,1175,Netflix,Não,Promotor,10.21
1175,1176,MAX,Sim,Promotor,21.71
1176,1177,Netflix,Sim,Promotor,17.06
1177,1178,Globoplay,Não,Promotor,11.5
1178,1179,Netflix,Não,Neutro,23.84
1179,1180,Prime,Não,Neutro,27.56
1180,1181,Prime,Não,Promotor,19.66
1181,1182,MAX,Sim,Detrator,14.12
1182,1183,MAX,Não,Neutro,11.97
1183,1184,MAX,Não,Promotor,12.9
1184,1185,Netflix,Não,Neutro,26.09
1185,1186,MAX,Sim,Promotor,29.72
1186,1187,MAX,Não,Promotor,13.59
1187,1188,Globoplay,Não,Promotor,15.9
1188,1189,Netflix,Não,Promotor,17.03
1189,1190,Netflix,Sim,Neutro,28.25
1190,1191,Globoplay,Sim,Detrator,28.78
1191,1192,Prime,Não,Promotor,26.17
1192,1193,Globoplay,Não,Promotor,27.06
1193,1194,Netflix,Sim,Detrator,27.81
1194,1195,MAX,Não,Promotor,17.31
1195,1196,MAX,Não,Neutro,15.41
1196,1197,Globoplay,Não,Promotor,28.12
1197,1198,Prime,Sim,Promotor,21.71
1198,1199,Globoplay,Não,Promotor,16.81
1199,1200,Prime,Não,Promotor,29.51
1200,1201,Prime,Sim,Detrator,21.69
1201,1202,MAX,Não,Promotor,15.5
1202,1203,Prime,Não,Neutro,23.39
1203,1204,Prime,Não,Promotor,18.69
1204,1205,Netflix,Não,Promotor,17.45
1205,1206,MAX,Não,Neutro,26.41
1206,1207,MAX,Não,Promotor,16.77
1207,1208,Prime,Sim,Promotor,21.94
1208,1209,Disney,Sim,Promotor,26.11
1209,1210,Netflix,Não,Neutro,24.0
1210,1211,Disney,Sim,Detrator,13.28
1211,1212,Disney,Sim,Detrator,14.89
1212,1213,Prime,Não,Detrator,18.97
1213,1214,MAX,Não,Neutro,10.17
1214,1215,Disney,Sim,Neutro,19.26
1215,1216,Globoplay,Sim,Neutro,11.2
1216,1217,Prime,Não,Neutro,20.54
1217,1218,MAX,Não,Promotor,24.98
1218,1219,Netflix,Sim,Neutro,27.91
1219,1220,MAX,Sim,Promotor,21.92
1220,1221,MAX,Não,Detrator,16.84
1221,1222,Netflix,Sim,Promotor,25.74
1222,1223,Globoplay,Não,Promotor,20.88
1223,1224,Prime,Não,Promotor,19.15
1224,1225,MAX,Sim,Detrator,25.37
1225,1226,Disney,Não,Neutro,21.05
1226,1227,Globoplay,Não,Detrator,26.52
1227,1228,Prime,Não,Promotor,27.99
1228,1229,Globoplay,Não,Promotor,18.73
1229,1230,MAX,Não,Promotor,14.79
1230,1231,Netflix,Não,Neutro,18.82
1231,1232,Netflix,Sim,Neutro,12.51
1232,1233,Globoplay,Não,Neutro,18.3
1233,1234,Prime,Sim,Promotor,15.67
1234,1235,Globoplay,Sim,Neutro,15.79
1235,1236,Globoplay,Não,Promotor,11.5
1236,1237,Netflix,Sim,Promotor,25.6
1237,1238,Disney,Não,Promotor,23.97
1238,1239,Disney,Não,Promotor,21.46
1239,1240,Disney,Não,Promotor,25.74
1240,1241,Globoplay,Sim,Neutro,10.16
1241,1242,Globoplay,Não,Promotor,21.72
1242,1243,Netflix,Sim,Detrator,25.95
1243,1244,Netflix,Não,Neutro,20.19
1244,1245,Prime,Não,Promotor,10.27
1245,1246,Globoplay,Não,Promotor,29.39
1246,1247,Disney,Não,Promotor,25.3
1247,1248,Globoplay,Não,Detrator,24.74
1248,1249,Disney,Não,Neutro,21.55
1249,1250,Prime,Não,Detrator,26.21
1250,1251,MAX,Não,Promotor,27.34
1251,1252,Prime,Sim,Promotor,10.41
1252,1253,Disney,Não,Promotor,26.23
1253,1254,Globoplay,Não,Promotor,21.29
1254,1255,Prime,Sim,Promotor,22.05
1255,1256,MAX,Sim,Promotor,21.84
1256,1257,MAX,Não,Neutro,12.49
1257,1258,MAX,Sim,Promotor,26.69
1258,1259,Globoplay,Não,Promotor,11.17
1259,1260,MAX,Não,Promotor,25.14
1260,1261,Disney,Sim,Detrator,16.74
1261,1262,MAX,Sim,Promotor,12.08
1262,1263,Netflix,Não,Detrator,26.14
1263,1264,MAX,Não,Detrator,24.3
1264,1265,MAX,Sim,Promotor,26.36
1265,1266,Disney,Sim,Promotor,27.42
1266,1267,MAX,Sim,Promotor,28.39
1267,1268,Disney,Sim,Promotor,13.74
1268,1269,Disney,Não,Promotor,21.03
1269,1270,Prime,Não,Neutro,11.93
1270,1271,Netflix,Não,Neutro,17.6
1271,1272,Globoplay,Não,Neutro,23.49
1272,1273,Disney,Não,Promotor,12.09
1273,1274,MAX,Não,Promotor,15.37
